ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5024988,Source1,2,2022-07-23 14:04:00,2022-07-23 15:42:48,41.567391,-72.650467,41.566323,-72.649964,0.078,ConnDOT: Crash (2 Vehicle) on RT9 Southbound between Exits 16 and 15. The left lane is closed. Reported Saturday July 23 at 2:04 pm.,CT-17,Middletown,Middlesex,CT,06457,US,US/Eastern,KMMK,2022-07-23 13:53:00,93.0,93.0,30.0,29.89,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3829421,Source1,2,2022-09-07 07:11:30,2022-09-07 08:20:30,32.837352,-117.120784,32.805991,-117.113586,2.207,Stationary traffic on I-15 S - Escondido Fwy S from CA-163 (I-15) to Friars Rd (I-15) due to accident.,Escondido Fwy S,San Diego,San Diego,CA,92123,US,US/Pacific,KMYF,2022-09-07 06:53:00,76.0,76.0,74.0,29.49,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-55085,Source2,2,2016-12-09 05:23:54,2016-12-09 06:03:00,34.266048,-118.467438,,,0.01,Right hand shoulder blocked due to accident on CA-118 Eastbound at Sepulveda Blvd.,Ronald Reagan Fwy W,Mission Hills,Los Angeles,CA,91345,US,US/Pacific,KWHP,2016-12-09 07:50:00,53.6,,67.0,30.29,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4586530,Source1,2,2022-08-05 14:02:10,2022-08-05 16:22:15,39.531676,-106.216021,39.52974,-106.216402,0.135,At Exit 190: Vail Pass Summit (Vail Pass) at Mile Point 190. Road closed expect delays due to a crash.,I-70 E,Vail,Eagle,CO,81657,US,US/Mountain,KCCU,2022-08-05 13:53:00,69.0,69.0,40.0,21.02,10.0,NNE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3703920,Source1,2,2023-02-25 22:42:00,2023-02-26 00:51:23,37.663435,-122.465851,37.66091,-122.465056,0.18,Accident on I-280 S - Junipero Serra Fwy S from Serramonte Blvd (I-280) to Hickey Blvd (I-280).,I-280 S,Daly City,San Mateo,CA,94015,US,US/Pacific,KSFO,2023-02-25 22:56:00,46.0,43.0,79.0,29.95,10.0,SSE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-931820,Source2,2,2021-08-19 18:20:10,2021-08-19 20:05:24,32.338669,-86.179291,,,0.0,Lane blocked due to accident on AL-271 Taylor Rd both ways at CR-626 Vaughn Rd.,Taylor Rd,Montgomery,Montgomery,AL,36117,US,US/Central,KMXF,2021-08-19 18:16:00,75.0,75.0,94.0,29.85,10.0,NE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5385302,Source1,2,2022-08-31 14:30:05.000000000,2022-08-31 15:46:35.000000000,34.140724,-81.321549,34.143923,-81.324556,0.28,Incident on CHAPIN RD near CHAPIN RD Drive with caution., Chapin Rd,Chapin,Lexington,SC,29036-8065,US,US/Eastern,KFDW,2022-08-31 14:35:00,88.0,88.0,43.0,29.36,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-481026,Source2,3,2017-06-12 09:33:32,2017-06-12 10:18:32,39.275543,-77.32151800000003,,,0.0,Accident on I-270 Southbound at Exit 22 MD-109 Old Hundred Rd.,I-270 S,Clarksburg,Montgomery,MD,20871,US,US/Eastern,KGAI,2017-06-12 09:56:00,84.0,,55.0,30.2,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4145923,Source1,2,2022-11-03 15:26:47.000000000,2022-11-03 17:08:23.000000000,35.890712,-78.750015,35.89077,-78.750101,0.006,Incident on GLENWOOD AVE near HOUSE 8900 Drive with caution.,Umstead Pkwy,Raleigh,Wake,NC,27612,US,US/Eastern,KRDU,2022-11-03 15:51:00,71.0,71.0,51.0,29.84,10.0,NNE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6642536,Source1,2,2020-11-05 06:32:00,2020-11-05 09:32:00,36.068876,-79.357005,36.065196,-79.380895,1.358,Near Graham / Mile Marker 148 Heading West. The road is closed 2 miles south of Exit 150 (Jimmy Kerr Road).,I-40 W,Haw River,Alamance,NC,27258,US,US/Eastern,KBUY,2020-11-05 06:54:00,40.0,40.0,86.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3248623,Source2,2,2017-10-16 11:06:01,2017-10-16 12:05:37,36.989685,-122.021805,,,0.0,Right hand shoulder blocked due to accident on CA-17 Southbound before CA-1 .,CA-17 N,Santa Cruz,Santa Cruz,CA,95060,US,US/Pacific,KWVI,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4278036,Source1,2,2022-12-17 12:40:00,2022-12-17 13:55:57,29.152916,-81.035954,29.152578,-81.03574499999998,0.027,Incident on S CLYDE MORRIS BLVD near OLD KINGS RD Drive with caution., Old Kings Rd,Port Orange,Volusia,FL,32129,US,US/Eastern,KDAB,2022-12-17 12:53:00,68.0,68.0,42.0,29.98,10.0,E,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2883288,Source2,4,2018-04-13 18:19:21,2018-04-13 18:48:23,39.936874,-82.878723,,,3.25,Two lanes blocked due to accident on I-70 Eastbound between Exits 105A 105B James Rd and Exits 107 107A 107B OH-317 Hamilton Rd.,S Hamilton Rd,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2018-04-13 17:51:00,80.1,,31.0,29.81,10.0,SW,21.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6596835,Source1,2,2020-10-31 23:24:00,2020-11-01 01:09:00,41.241746,-73.07968000000002,41.245081,-73.083223,0.295,Motor Vehicle Accident (2 Vehicle) on RT796 Northbound prior to Exit 3A. The left lane is closed. Reported Saturday October 31 at 4:24 pm.,Milford Pkwy N,Milford,New Haven,CT,06461,US,US/Eastern,KBDR,2020-10-31 23:52:00,41.0,41.0,70.0,30.38,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1654068,Source2,2,2020-02-18 06:32:12,2020-02-18 07:52:24,39.740952,-86.288872,,,0.0,Accident on Girls School Rd at US-40 Washington St.,W Washington St,Indianapolis,Marion,IN,46241-2813,US,US/Eastern,KIND,2020-02-18 06:54:00,45.0,39.0,93.0,29.11,9.0,NW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-3741679,Source1,2,2022-06-01 17:59:03,2022-06-01 20:01:40,28.450355,-81.399851,28.449707,-81.401108,0.089,Slow traffic on FL-482 - US-92 W - US-441 S - US-17 S from Skyview Dr to August Ln due to accident., Sand Lake Rd,Orlando,Orange,FL,32809,US,US/Eastern,KMCO,2022-06-01 17:53:00,82.0,82.0,62.0,29.82,10.0,ENE,20.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7441505,Source1,3,2019-02-06 23:35:11,2019-02-07 00:05:05,33.65298,-84.39629000000002,33.652120000000004,-84.3966,0.062,Ramp to Porsche Ave and Charles W Grant Pkwy and I-75 SB and I-285 WB - Accident. Lane blocked.,N Central Ave,Atlanta,Fulton,GA,30354,US,US/Eastern,KATL,2019-02-06 23:52:00,64.0,,90.0,30.1,10.0,SSW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2692321,Source2,3,2018-07-08 15:50:24,2018-07-08 16:34:57,38.967392,-94.519989,,,0.0,Accident on I-435 Southbound at Exit 69 87th St.,E 87th St,Kansas City,Jackson,MO,64138,US,US/Central,KLXT,2018-07-08 15:53:00,89.1,,34.0,30.15,10.0,ESE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4068692,Source1,2,2023-02-22 09:41:23,2023-02-22 10:42:12,45.10483146,-93.18806291,45.11634146,-93.19342291,0.8370000000000001,Accident on US-10 W from exit [30] to I-35W S.,US-10 W,Saint Paul,Ramsey,MN,55112,US,US/Central,KANE,2023-02-22 09:55:00,18.0,4.0,73.0,28.95,10.0,NE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5314336,Source1,2,2022-12-06 23:04:00.000000000,2022-12-07 04:45:00.000000000,32.376852,-99.108325,32.374598,-99.000096,6.317,Construction on I-20 EB near FM-880 Expect long delays.,I-20 E,Cisco,Eastland,TX,76437,US,US/Central,KBKD,2022-12-06 22:55:00,58.0,58.0,83.0,28.67,7.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2680368,Source2,2,2018-06-30 10:02:51,2018-06-30 10:31:42,35.066002000000005,-106.652489,,,0.0,Accident on NM-303 2nd St at Southern Ave.,2nd St SW,Albuquerque,Bernalillo,NM,87102,US,US/Mountain,KABQ,2018-06-30 23:52:00,78.1,,15.0,29.75,10.0,SW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3557489,Source1,2,2017-02-07 09:42:25,2017-02-07 15:42:25,29.867040000000006,-95.54121,29.86377,-95.53388,0.494,At Gessner Dr - Accident.,Northwest Fwy E,Houston,Harris,TX,77040,US,US/Central,KDWH,2017-02-07 09:53:00,73.9,,76.0,29.86,10.0,SW,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1243413,Source2,3,2020-12-02 07:57:13,2020-12-02 10:40:26,38.719288,-90.71991,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-64 Eastbound before MO-K.,I-64 E,O Fallon,St. Charles,MO,63368,US,US/Central,KSUS,2020-12-02 07:54:00,22.0,22.0,85.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4019785,Source1,2,2022-04-27 21:20:01.000000000,2022-04-27 22:37:35.000000000,39.43764567356377,-76.81963562928762,39.41745567356377,-76.79759562928763,1.825,Incident on I-795 SB near CHURCH RD Drive with caution.,I-795,Reisterstown,Baltimore,MD,21136,US,US/Eastern,KDMW,2022-04-27 21:15:00,45.0,40.0,49.0,29.26,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4784118,Source1,2,2022-02-19 14:27:30,2022-02-19 14:36:00,38.965705632977645,-94.72383141472471,38.975935632977645,-94.71411141472473,0.879,Stationary traffic on US-56 E - I-35 N - US-169 N from 95th St/Exit 224 (I-35) to W 87th St/Exit 225 (I-35) due to accident.,I-35,Lenexa,Johnson,KS,66215,US,US/Central,KOJC,2022-02-19 14:53:00,31.0,22.0,37.0,29.18,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7191723,Source1,1,2020-04-22 16:16:12,2020-04-22 17:01:12,32.28707,-111.01191,32.28707,-111.01191,0.0,At W Ruthrauff Rd - Accident.,W Wetmore Rd,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2020-04-22 16:10:00,81.0,81.0,18.0,27.16,10.0,NW,15.0,0.0,Fair,False,False,True,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1908244,Source2,3,2019-09-12 17:00:21,2019-09-12 18:30:58,27.954216,-82.538055,,,0.0,1 center lane blocked due to accident on I-275 Northbound before Exit 39 FL-60 Memorial Hwy Exits 1A 1B.,W Nassau St,Tampa,Hillsborough,FL,33607,US,US/Eastern,KTPA,2019-09-12 16:53:00,94.0,94.0,46.0,29.92,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4487853,Source1,2,2022-02-28 12:59:30.000000000,2022-02-28 13:29:30.000000000,40.004838,-75.195134,40.015043,-75.214598,1.248,Slow traffic on Schuylkill Expy W - US-1 S - I-76 W from Montgomery Dr/Exit 341 (I-76) to Belmont Ave/Exit 338 (I-76) due to accident.,I-76 W,Philadelphia,Philadelphia,PA,19131,US,US/Eastern,KPHL,2022-02-28 12:54:00,40.0,32.0,25.0,30.28,10.0,NNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4107160,Source1,2,2022-07-10 13:56:00,2022-07-10 19:24:00,38.128922,-77.512732,38.142471,-77.506434,0.997,Slow traffic on I-95 N from VA-639/Exit 110 (I-95) to US-17/US-1/Exit 126 (I-95) due to accident.,I-95 N,Woodford,Spotsylvania,VA,22580,US,US/Eastern,KEZF,2022-07-10 13:55:00,77.0,77.0,59.0,29.96,10.0,ENE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7512750,Source1,2,2018-10-02 06:43:00,2018-10-02 07:12:34,41.901273,-87.621862,41.901273,-87.621862,0.0,At Lake Shore Dr - Accident.,N Lake Shore Dr S,Chicago,Cook,IL,60611,US,US/Central,KMDW,2018-10-02 06:53:00,60.1,,90.0,30.05,10.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1075804,Source2,3,2021-04-20 08:39:39,2021-04-20 10:05:00,28.465776,-81.464157,,,0.0,Lane blocked due to accident on I-4 Westbound at Universal Blvd.,I-4 E,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2021-04-20 08:53:00,71.0,71.0,84.0,29.84,10.0,VAR,5.0,0.03,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7283903,Source1,2,2020-01-05 07:19:00,2020-01-05 09:13:37,32.866277000000004,-117.108972,32.866277000000004,-117.108972,0.0,At CA-163 - Accident.,Escondido Fwy S,San Diego,San Diego,CA,92145,US,US/Pacific,KSEE,2020-01-05 07:15:00,41.0,41.0,93.0,29.88,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4522403,Source1,2,2022-05-21 16:35:22.000000000,2022-05-21 19:56:21.000000000,40.720833,-74.000644,40.71990200000001,-74.002583,0.12,Stationary traffic from Broome St to Church St due to accident., Broadway,New York,New York,NY,10013-2607,US,US/Eastern,KJRB,2022-05-21 16:51:00,86.0,86.0,53.0,29.89,10.0,SSE,5.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6055359,Source1,2,2021-12-01 18:14:18,2021-12-01 18:39:56,25.569134,-80.396877,25.566375,-80.396839,0.191,Stationary traffic from FL-994/Quail Roost Dr/SW 200th St (SW 127th Ave/Burr Rd) to Hainlin Mill Dr/SW 216th St (SW 127th Ave) due to accident., SW 127th Ave,Miami,Miami-Dade,FL,33177,US,US/Eastern,KTMB,2021-12-01 17:53:00,72.0,72.0,64.0,30.12,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3198937,Source2,2,2017-11-21 12:17:29,2017-11-21 12:46:40,33.202801,-87.566971,,,0.0,One lane blocked due to accident on 12th St Eastbound at AL-69 Lurleen B Wallace Blvd.,Lurleen B Wallace Blvd N,Tuscaloosa,Tuscaloosa,AL,35401-2844,US,US/Central,KTCL,2017-11-21 11:53:00,60.1,,49.0,30.06,10.0,SW,4.6,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4553328,Source1,2,2022-01-15 17:44:00,2022-01-15 19:55:00,38.867225,-77.048376,38.874071,-77.04137800000002,0.605,Stationary traffic on Southwest Fwy N - US-1 N - I-395 N - Henry Shirley Memorial Hwy N from VA-110/Exit 9 (I-395) to US-1 (I-395) due to accident.,Henry Shirley Memorial Hwy N,Arlington,Arlington,VA,22202,US,US/Eastern,KDCA,2022-01-15 17:52:00,26.0,17.0,34.0,30.36,10.0,N,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7406340,Source1,2,2019-09-03 08:00:00,2019-09-03 09:53:28,34.062309,-118.45158,34.062309,-118.45158,0.0,At W Sunset Blvd - Accident., Veteran Ave,Los Angeles,Los Angeles,CA,90024-6604,US,US/Pacific,KSMO,2019-09-03 07:51:00,72.0,72.0,84.0,29.74,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2607777,Source2,2,2018-09-26 06:50:45,2018-09-26 07:20:15,38.674713,-76.876099,,,0.0,Left hand shoulder blocked due to accident on US-301 Crain Hwy Northbound after Chadds Ford Dr.,Chadds Ford Dr,Brandywine,Prince George's,MD,20613,US,US/Eastern,KADW,2018-09-26 06:51:00,71.6,,100.0,30.02,10.0,SW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1953339,Source2,2,2019-07-05 05:57:54,2019-07-05 07:44:35,33.558735,-112.038055,,,0.0,Right hand shoulder blocked due to accident on AZ-51 Northbound at Exit 7 Northern Ave.,Piestewa Fwy N,Phoenix,Maricopa,AZ,85028,US,US/Mountain,KSDL,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4442391,Source1,2,2023-02-02 04:49:00.000000000,2023-02-02 06:59:00.000000000,33.92881751,-118.28845382,33.92653751,-118.30528382,0.978,Accident on I-105 W - Glenn Anderson Fwy W from S Hoover St to exit [5].,I-105,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2023-02-02 04:53:00,48.0,48.0,50.0,30.19,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-2660490,Source2,2,2018-08-21 16:29:51,2018-08-21 16:59:28,38.709507,-121.085358,,,0.0,Accident on Francisco Dr at Green Valley Rd.,Francisco Dr,El Dorado Hills,El Dorado,CA,95762-3759,US,US/Pacific,KMHR,2018-08-21 16:45:00,77.0,,44.0,29.89,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1874021,Source2,3,2019-09-23 08:58:01,2019-09-23 11:01:54,27.441839,-82.459595,,,0.0,Left lane blocked due to accident on I-75 Southbound at Exits 217 217A 217B FL-70.,I-75 S,Bradenton,Manatee,FL,34203,US,US/Eastern,KSRQ,2019-09-23 08:53:00,77.0,77.0,71.0,30.0,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2852337,Source2,2,2018-05-29 16:01:27,2018-05-29 16:31:06,40.766941,-73.88765699999998,,,0.0,Center lane blocked due to accident on Grand Central Pkwy Westbound at Exit 5 82nd St.,Grand Central Pkwy W,East Elmhurst,Queens,NY,11370,US,US/Eastern,KLGA,2018-05-29 15:51:00,86.0,,49.0,29.95,10.0,South,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-784574,Source2,2,2021-12-10 04:16:27,2021-12-10 04:45:29,42.393494,-73.82674399999998,,,0.0,Accident on I-87 Northbound before Exit 21B US-9W.,State Route 9W,West Coxsackie,Greene,NY,12192-1711,US,US/Eastern,KALB,2021-12-10 03:51:00,33.0,28.0,66.0,29.81,10.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4117407,Source1,2,2022-09-23 16:02:55.000000,2022-09-23 17:24:59.000000,44.630639,-121.137053,44.631668,-121.135259,0.113,A crash has occurred causing no to minimum delays. Use caution., SW Culver Hwy,Madras,Jefferson,OR,97741-9309,US,US/Pacific,KRDM,2022-09-23 15:56:00,81.0,81.0,15.0,26.91,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6460498,Source1,2,2021-02-19 12:28:00,2021-02-19 15:03:03,26.81532025324433,-81.93748354872734,26.749340253244327,-81.86177354872733,6.526,Incident on I-75 SB near MM 151 Drive with caution.,I-75,Punta Gorda,Charlotte,FL,33955,US,US/Eastern,KPGD,2021-02-19 12:53:00,83.0,83.0,63.0,30.02,10.0,SW,20.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5493066,Source1,2,2021-05-24 07:58:05,2021-05-24 09:40:11,34.7947847841511,-82.38712906798177,34.8021747841511,-82.35835906798178,1.71,Incident on I-85 NB near MM 46 Drive with caution., Bruce Rd,Greenville,Greenville,SC,29605-48ND,US,US/Eastern,KGYH,2021-05-24 07:47:00,73.0,73.0,57.0,29.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7092437,Source1,1,2020-06-16 13:43:27,2020-06-16 14:28:27,32.28707,-111.01191,32.28707,-111.01191,0.0,At W Ruthrauff Rd - Accident.,W Wetmore Rd,Tucson,Pima,AZ,85705,US,US/Mountain,KDMA,2020-06-16 13:40:00,100.0,100.0,11.0,27.11,10.0,WSW,14.0,0.0,Fair,False,False,True,True,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2087743,Source2,2,2019-05-07 21:42:45,2019-05-07 22:57:09,25.926325,-80.24675,,,0.0,2 left lane blocked due to accident on FL-826 Eastbound before FL-817/NW 27 Ave.,Palmetto Expy S,Opa Locka,Miami-Dade,FL,33054,US,US/Eastern,KOPF,2019-05-07 21:53:00,79.0,79.0,74.0,30.03,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7390158,Source1,2,2019-09-19 15:41:37,2019-09-19 19:41:37,45.484642,-122.56625,45.48275,-122.56613,0.131,At Foster Rd/Exit 17 - Accident.,E Portland Fwy S,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2019-09-19 15:53:00,69.0,69.0,54.0,30.04,10.0,WNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-3462185,Source1,2,2017-01-24 17:50:08,2017-01-24 23:50:08,34.06483,-81.04347,34.06045,-81.04933,0.452,At SC-215/Monticello Rd/Exit 68 - Accident.,I-20 W,Columbia,Richland,SC,29203,US,US/Eastern,KCUB,2017-01-24 17:53:00,64.0,,43.0,29.78,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6100958,Source1,2,2021-11-11 03:18:30,2021-11-11 03:35:00,40.054239,-74.785036,40.03378,-74.81442,2.101,Slow traffic on New Jersey Tpke S from New Jersey Tpke/Exit 6 (New Jersey Tpke) to Burlington Mount Holly Rd/Exit 5 (New Jersey Tpke) due to accident.,Burlington Jacksonville Rd,Bordentown,Burlington,NJ,08505,US,US/Eastern,KTTN,2021-11-11 02:53:00,41.0,41.0,60.0,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5516399,Source1,2,2021-12-12 22:12:00,2021-12-13 16:45:00,45.628119706889976,-122.66691327036536,45.63538970688997,-122.66253327036544,0.545,Collision on I-5 northbound at milepost 1.1 near Mill Plain blocking the left lane use caution beginning at 10:12 pm on December 12 2021 until further notice.,I-5 N,Vancouver,Clark,WA,98661,US,US/Pacific,KVUO,2021-12-12 22:22:00,40.0,,93.0,29.57,10.0,,,0.02,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2917376,Source2,2,2018-02-28 16:20:27,2018-02-28 17:20:08,35.240456,-80.91951800000002,,,0.0,Accident on Mulberry Church Rd at Queen City Dr.,Queen City Dr,Charlotte,Mecklenburg,NC,28208,US,US/Eastern,KCLT,2018-02-28 16:06:00,51.1,,96.0,30.06,4.0,South,3.5,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3823137,Source1,2,2022-08-25 06:29:30,2022-08-25 10:12:03,33.911245,-118.172382,33.925266,-118.328418,8.999,Slow traffic on I-105 W - Glenn Anderson Fwy W from Paramount Blvd (I-105) to Crenshaw Blvd (I-105) due to accident.,Glenn Anderson Fwy W,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2022-08-25 06:53:00,70.0,70.0,81.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5658597,Source1,2,2021-10-04 12:14:00,2021-10-04 15:51:39,41.25378900000001,-75.82004,41.30344,-75.768,4.367,Incident on I-81 NB near PA-309 Drive with caution.,I-81 N,Wilkes Barre,Luzerne,PA,18702,US,US/Eastern,KAVP,2021-10-04 12:20:00,67.0,67.0,90.0,28.92,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4501364,Source1,2,2022-05-03 17:14:00,2022-05-03 19:22:34,37.57511973363125,-121.8829357618242,37.58582973363126,-121.8722757618242,0.942,Accident on Andrade Rd/Mission Rd (I-680) from Calaveras Rd (I-680) to I-680 N.,I-680,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2022-05-03 16:53:00,81.0,81.0,18.0,29.49,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4837333,Source1,2,2022-01-22 07:53:30,2022-01-22 08:06:30,40.64455389957121,-111.93430066055328,40.635843899571206,-111.90932066055328,1.4409999999999998,Stationary traffic on I-215 E from UT-68/Redwood Rd/Exit 13 (I-215) to I-215/Exit 12 (I-215) due to accident.,I-215,Salt Lake City,Salt Lake,UT,84123,US,US/Mountain,KU42,2022-01-22 07:54:00,23.0,23.0,88.0,26.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5352725,Source1,2,2022-12-10 01:41:01,2022-12-10 02:56:01,29.623297,-95.460925,29.62255900000001,-95.4609,0.051,Incident on CATINA LN near DARLINGHURST DR Drive with caution., Darlinghurst Dr,Houston,Harris,TX,77045,US,US/Central,KMCJ,2022-12-10 01:46:00,69.0,69.0,93.0,30.03,7.0,SSE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5610379,Source1,2,2021-04-06 07:57:00,2021-04-06 10:12:09,27.534857,-81.780734,27.536308,-81.782834,0.163,Incident on POPASH RD near BOST RD Drive with caution., Popash Rd,Wauchula,Hardee,FL,33873-4354,US,US/Eastern,KBOW,2021-04-06 07:30:00,50.0,50.0,94.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
